iter	Logloss
136	0.5275314103
137	0.5269403031
138	0.5266303447
139	0.5263240871
140	0.5260152105
141	0.5256200762
142	0.5250274886
143	0.5244829548
144	0.5239564696
145	0.5234053882
146	0.5230439599
147	0.5226155751
148	0.522162594
149	0.521690938
150	0.5212711505
151	0.52089657
152	0.5202798416
153	0.5197747643
154	0.519415955
155	0.5188217163
156	0.5184420685
157	0.5178900192
158	0.5173539688
159	0.5169921989
160	0.5166433534
161	0.5161855328
162	0.5156202743
163	0.5151269827
164	0.5149358493
165	0.5145358185
166	0.5138216161
167	0.5134672478
168	0.5128636716
169	0.5123673624
170	0.5119544641
171	0.5115347336
172	0.5109542163
173	0.5106098118
174	0.5100619188
175	0.5097119915
176	0.5092365777
177	0.5087085553
178	0.5083432553
179	0.5078730797
180	0.5074475416
181	0.5071611547
182	0.5066741829
183	0.5063571645
184	0.5060335985
185	0.5056599859
186	0.5054481279
187	0.5050036872
188	0.5046058769
189	0.5039350595
190	0.5036303392
191	0.5031800911
192	0.5024826278
193	0.5020389272
194	0.5013991968
195	0.5012408584
196	0.5008353618
197	0.5004419355
198	0.5000095652
199	0.4995921121
200	0.4992373452
201	0.4988526302
202	0.498387351
203	0.4979995044
204	0.4977497841
205	0.4972412337
206	0.4966793914
207	0.4962081909
208	0.495827746
209	0.4953870062
210	0.4948791959
211	0.4944982956
212	0.4941110184
213	0.4934125302
214	0.4929708225
215	0.4926633692
216	0.4925127741
217	0.4921889803
218	0.4917924796
219	0.4916663099
220	0.4911789965
221	0.490983536
222	0.4906556428
223	0.4902353998
224	0.4896584126
225	0.489237828
226	0.4888425799
227	0.4886780924
228	0.488224542
229	0.4878144335
230	0.4874474824
231	0.4871500499
232	0.486774046
233	0.4864743361
234	0.4862574108
235	0.4859078251
236	0.4855730427
237	0.4851952168
238	0.4848831518
239	0.4843916252
240	0.4841052383
241	0.483619633
242	0.4830940588
243	0.4829070817
244	0.4825960985
245	0.4823945458
246	0.4818294013
247	0.4815493911
248	0.4812460373
249	0.4809535012
250	0.4803411
251	0.4800584708
252	0.4796131191
253	0.4792786783
254	0.4790935232
255	0.4788176124
256	0.4784995122
257	0.4783584253
258	0.4781354079
259	0.4777732963
260	0.4774670672
261	0.4770511798
262	0.4767064906
263	0.4763910948
264	0.4762342652
265	0.4759519492
266	0.4757239498
267	0.4753731685
268	0.4751650397
269	0.474786246
270	0.4743869269
271	0.474198868
272	0.4738041892
273	0.4735782396
274	0.4732683096
275	0.4729425231
276	0.472567117
277	0.4722888719
278	0.472051592
279	0.4717281398
280	0.4715132642
281	0.4712786888
282	0.4708979308
283	0.4707108398
284	0.4701821057
285	0.4697869714
286	0.4694354499
287	0.4690560868
288	0.4688574378
289	0.4685162786
290	0.4681751764
291	0.4678604354
292	0.4676091778
293	0.4671819886
294	0.4668822217
295	0.4664893933
296	0.4662830581
297	0.4658994248
298	0.4657344533
299	0.4654156699
300	0.4652217751
301	0.4650605045
302	0.4647572646
303	0.4645095939
304	0.4642175703
305	0.463955381
306	0.4637561058
307	0.4634936034
308	0.4633122914
309	0.4630757232
310	0.4625956123
311	0.4623660757
312	0.4621679391
313	0.4618088452
314	0.4615657294
315	0.461036796
316	0.4607753469
317	0.4604793093
318	0.4602879766
319	0.4600290327
320	0.4597248818
321	0.4594767556
322	0.4592034639
323	0.4589814713
324	0.4587413162
325	0.4583840441
326	0.4580775588
327	0.4576631802
328	0.4572728285
329	0.4570512914
330	0.4568180255
331	0.4565984527
332	0.4562534503
333	0.4559348377
334	0.4558145324
335	0.4555748612
336	0.4551964945
337	0.4550276799
338	0.4548161635
339	0.454585602
340	0.4542402581
341	0.4539146993
342	0.4536662315
343	0.4534792544
344	0.4531790036
345	0.452868305
346	0.452432604
347	0.4521545866
348	0.4519785696
349	0.4517412613
350	0.4513105136
351	0.4510536479
352	0.450779132
353	0.4505469479
354	0.4502699553
355	0.4499146476
356	0.449727642
357	0.449431519
358	0.4492265502
359	0.4488943299
360	0.4485931396
361	0.4481520582
362	0.4479700914
363	0.4475681817
364	0.4473528506
365	0.4471075428
366	0.4468573101
367	0.4465548387
368	0.4462332654
369	0.4461087469
370	0.44599163
371	0.4457797719
372	0.4455192623
373	0.4452145989
374	0.44501948
375	0.4447850185
376	0.4445722779
377	0.4444167863
378	0.4440399853
379	0.4437811268
380	0.4435336554
381	0.4433069371
382	0.443061971
383	0.4428742252
384	0.4426563605
385	0.4424671629
386	0.4423044119
387	0.4420331699
388	0.4416812213
389	0.4413789778
390	0.4410963485
391	0.4407039187
392	0.4405078603
393	0.4402363336
394	0.4400055444
395	0.4396938779
396	0.4393370614
397	0.4390510445
398	0.4387909049
399	0.4386054651
400	0.4383536097
401	0.4381174401
402	0.437890067
403	0.437521237
404	0.4372929246
405	0.4370481007
406	0.4367504974
407	0.4365057305
408	0.4362548999
409	0.4358874648
410	0.4355301359
411	0.4351075016
412	0.4346931799
413	0.4344911148
414	0.4342229188
415	0.4337508643
416	0.4336391278
417	0.4334394825
418	0.43317661
419	0.4330140584
420	0.4326697392
421	0.4324357332
422	0.432241696
423	0.4319110415
424	0.4317161218
425	0.4314621598
426	0.4311796729
427	0.4308957057
428	0.4306943239
429	0.4305552013
430	0.4303665161
431	0.4301597823
432	0.4299595961
433	0.429557601
434	0.4292203989
435	0.4290900729
436	0.4289058002
437	0.4285705339
438	0.4283936913
439	0.4281804668
440	0.4280167765
441	0.4276398616
442	0.4272707754
443	0.4270334671
444	0.4266769922
445	0.4264359545
446	0.4263366016
447	0.4259800697
448	0.4257487397
449	0.4255393299
450	0.4253739314
451	0.4252859941
452	0.4250723711
453	0.4248389628
454	0.4245603761
455	0.4244383342
456	0.4242911268
457	0.4240994809
458	0.4238233709
459	0.4236909098
460	0.4234806459
461	0.4231926648
462	0.4228694119
463	0.4226569275
464	0.4225456181
465	0.4221170625
466	0.4220011697
467	0.4215978936
468	0.4214150158
469	0.4211651532
470	0.4209417656
471	0.420700301
472	0.4205193591
473	0.4203175217
474	0.4201957361
475	0.4198906173
476	0.4195989922
477	0.4193124344
478	0.4190602658
479	0.4189039771
480	0.4187603282
481	0.4184572021
482	0.4182819537
483	0.4180846143
484	0.417735114
485	0.4174505775
486	0.4173048219
487	0.4169967993
488	0.416835728
489	0.4166396411
490	0.4163381377
491	0.4160293465
492	0.4158580837
493	0.4156227112
494	0.4154400612
495	0.4152282032
496	0.4150316039
497	0.4147915342
498	0.4145564179
499	0.4143638896
500	0.4141955589
501	0.4138481368
502	0.4135699486
503	0.4132714912
504	0.4130126042
505	0.412879773
506	0.4126983187
507	0.4124096258
508	0.4121850996
509	0.411994991
510	0.4116725637
511	0.4113352761
512	0.4111556722
513	0.4107535633
514	0.4103943554
515	0.4102897929
516	0.4100527977
517	0.4097296302
518	0.409386706
519	0.409231072
520	0.4090765199
521	0.4088212768
522	0.408540014
523	0.408345863
524	0.407947768
525	0.4077397816
526	0.4074558429
527	0.4071030688
528	0.4068613479
529	0.406650287
530	0.4064250775
531	0.4063077613
532	0.4060847724
533	0.405819594
534	0.4056014445
535	0.4055057355
536	0.4053052361
537	0.405042449
538	0.4048099233
539	0.404616
540	0.4044347165
541	0.4042205241
542	0.4040274834
543	0.4038609177
544	0.4037682263
545	0.4035842098
546	0.4033663735
547	0.4030848261
548	0.4028942336
549	0.4027415603
550	0.4024524689
551	0.4021635198
552	0.4019285743
553	0.4016005957
554	0.4013624618
555	0.4011727518
556	0.4009218074
557	0.4007303323
558	0.4005664142
559	0.4004206302
560	0.4000635859
561	0.3997344117
562	0.3996099501
563	0.3993989176
564	0.3991781776
565	0.3989504914
566	0.3986503544
567	0.3983862578
568	0.3981013512
569	0.3979487633
570	0.3977256319
571	0.3976718561
572	0.3974717553
573	0.3972828424
574	0.3970720092
575	0.3969399182
576	0.3966649468
577	0.396397007
578	0.3962240077
579	0.3959703018
580	0.395628801
581	0.3953186718
582	0.3950376368
583	0.3948139931
584	0.3946358126
585	0.3944451346
586	0.3941637865
587	0.3940832508
588	0.3938539704
589	0.3936158365
590	0.3932853243
591	0.3931325941
592	0.3928532956
593	0.3926450245
594	0.3923178146
595	0.3920273567
596	0.3918571472
597	0.3916821836
598	0.3913357293
599	0.3911359417
600	0.3909695184
601	0.3905574742
602	0.3903956627
603	0.3902901891
604	0.3900439134
605	0.3897311652
606	0.3895051301
607	0.3891555729
608	0.3887542041
609	0.3885320977
610	0.3882128587
611	0.3880519582
612	0.3879068289
613	0.3876111614
614	0.3874507164
615	0.3871418113
616	0.3868971298
617	0.3866270834
618	0.3862938667
619	0.3859753965
620	0.3858357045
621	0.3855705831
622	0.3854572239
623	0.385347224
624	0.3851489736
625	0.3849255576
626	0.3847550065
627	0.384537768
628	0.384227468
629	0.3840688734
630	0.3838892695
631	0.3836030533
632	0.383343597
633	0.38313655
634	0.3828025362
635	0.3826524535
636	0.3823667782
637	0.382092604
638	0.3818500006
639	0.3815826872
640	0.381417915
641	0.3811828556
642	0.3810318619
643	0.3808925686
644	0.3805740129
645	0.3803499136
646	0.3799250873
647	0.3797824063
648	0.3795382656
649	0.3791070056
650	0.3788158644
651	0.3785974873
652	0.3784784915
653	0.3781910797
654	0.3780195891
655	0.3778614215
656	0.3775315925
657	0.377318368
658	0.37713401
659	0.3769110779
660	0.3765458349
661	0.3763694763
662	0.3761190158
663	0.3759365366
664	0.3758179394
665	0.3755142155
666	0.3751408591
667	0.3749253003
668	0.3746848605
669	0.3746087658
670	0.3743573089
671	0.3741013826
672	0.3738250163
673	0.3736724284
674	0.3734432619
675	0.3731761192
676	0.3729644035
677	0.3727607158
678	0.3724541735
679	0.3720961044
680	0.3719140238
681	0.3716722745
682	0.3715217647
683	0.3713224041
684	0.3710590761
685	0.3707729738
686	0.3705722752
687	0.3703128473
688	0.3701592915
689	0.3699060696
690	0.3694898406
691	0.3691936322
692	0.3689124833
693	0.3687809047
694	0.3684432186
695	0.368293022
696	0.3680263348
697	0.3677056725
698	0.3673872307
699	0.3670736854
700	0.3668482197
701	0.3665743586
702	0.3662971383
703	0.365878034
704	0.3656061087
705	0.3653276358
706	0.3650436117
707	0.3648508556
708	0.3645928226
709	0.364264474
710	0.3640075797
711	0.3637538739
712	0.3635385428
713	0.3633152407
714	0.363103468
715	0.362875241
716	0.362672208
717	0.3624138334
718	0.3622302724
719	0.3620348688
720	0.3617103918
721	0.3614787201
722	0.3611848746
723	0.3608370824
724	0.3606364691
725	0.3603438762
726	0.3601570129
727	0.3597963817
728	0.3595450672
729	0.3593450233
730	0.3590684293
731	0.3589197415
732	0.3588135563
733	0.3586418095
734	0.3584089137
735	0.3581589656
736	0.357877589
737	0.3576298329
738	0.3573517586
739	0.3570682184
740	0.3568836326
741	0.3566564304
742	0.3564158767
743	0.3562025953
744	0.3558729371
745	0.3556330382
746	0.3552508568
747	0.3551490841
748	0.3549300521
749	0.3546505259
750	0.3544300136
751	0.3542113802
752	0.3539703426
753	0.3537446207
754	0.3536200452
755	0.3533795485
756	0.3531244193
757	0.3528198128
758	0.3525967954
759	0.3523711019
760	0.3522274245
761	0.3520565887
762	0.3519122565
763	0.3517626293
764	0.3515787836
765	0.3514022827
766	0.3511805748
767	0.350917987
768	0.350702542
769	0.3503641726
770	0.3501799854
771	0.349941823
772	0.3496832776
773	0.3494932829
774	0.3492582236
775	0.3489401518
776	0.3487154263
777	0.3485944378
778	0.3483665808
779	0.3482785581
780	0.3481126472
781	0.3478116277
782	0.3475497232
783	0.3473314314
784	0.3471422907
785	0.3469758105
786	0.3469220916
787	0.3467809193
788	0.3465598946
789	0.3462862613
790	0.3461971852
791	0.3460175813
792	0.3457488444
793	0.3455676463
794	0.345307706
795	0.3451414535
796	0.3450038967
797	0.3447790288
798	0.3445409803
799	0.3443590136
800	0.3442428076
801	0.3440570547
802	0.3437633514
803	0.3434996534
804	0.343324405
805	0.3430592836
806	0.3427921124
807	0.3425898765
808	0.3424636499
809	0.3422549518
810	0.342007452
811	0.3418092301
812	0.3415051361
813	0.3412966942
814	0.3410413087
815	0.3407900227
816	0.3405609131
817	0.340430644
818	0.3401151059
819	0.339947914
820	0.3396678754
821	0.3394151374
822	0.3392571691
823	0.3390919415
824	0.3388146358
825	0.3386139087
826	0.3383991754
827	0.3380942273
828	0.3379018983
829	0.3376128353
830	0.3373929209
831	0.3371415209
832	0.3368855946
833	0.3366411978
834	0.3364089852
835	0.3361807297
836	0.3359768996
837	0.3358488225
838	0.3355762709
839	0.3354257043
840	0.3351025937
841	0.3349846797
842	0.3347677544
843	0.3345430004
844	0.3344173147
845	0.334348337
846	0.3340975064
847	0.3339788807
848	0.3337590232
849	0.3335252449
850	0.3332676674
851	0.3330902555
852	0.3327819483
853	0.3326388117
854	0.332509596
855	0.3323328958
856	0.3321543452
857	0.3320354063
858	0.3317813589
859	0.3315311261
860	0.3313003369
861	0.3311481191
862	0.3310363542
863	0.3308001561
864	0.3305785336
865	0.3303585907
866	0.3301897191
867	0.3300115386
868	0.3297802655
869	0.3294846264
870	0.329209285
871	0.3289944094
872	0.328805041
873	0.3286089826
874	0.3283781365
875	0.328250885
876	0.3280430125
877	0.3277957973
878	0.3276147415
879	0.3273354715
880	0.327200306
881	0.327037128
882	0.3268042038
883	0.3266695791
884	0.3264377651
885	0.3262159433
886	0.325967077
887	0.3258008815
888	0.3255017978
889	0.3252089771
890	0.325036177
891	0.3248153231
892	0.3245815448
893	0.3243811308
894	0.3241443634
895	0.3239255023
896	0.3237194801
897	0.3235925134
898	0.3233437609
899	0.3231057409
900	0.3228374595
901	0.3227068204
902	0.322501453
903	0.3223646363
904	0.3222532415
905	0.3220506355
906	0.3219094917
907	0.321721689
908	0.3215385836
909	0.3213153668
910	0.321100662
911	0.3209796735
912	0.3208131648
913	0.3206031856
914	0.3203983592
915	0.3202360922
916	0.3200763019
917	0.3198350365
918	0.3195826972
919	0.319359395
920	0.3191568745
921	0.3190435438
922	0.3188240279
923	0.3185390643
924	0.3183888393
925	0.3182115697
926	0.3180559642
927	0.3178730296
928	0.3176658972
929	0.3173826417
930	0.3171084105
931	0.3168223936
932	0.3166723678
933	0.3164479839
934	0.3162225182
935	0.3160096923
936	0.3159015712
937	0.315694752
938	0.3155885668
939	0.3154272393
940	0.3152575137
941	0.3150625656
942	0.3148893669
943	0.3147294913
944	0.31456842
945	0.3143407907
946	0.3142516862
947	0.3141548384
948	0.3139347247
949	0.3137285603
950	0.3135600588
951	0.3133783767
952	0.3131867594
953	0.3130666534
954	0.3128463688
955	0.3127622462
956	0.3125706573
957	0.3122588485
958	0.3120364858
959	0.3118146071
960	0.3116398142
961	0.3114896746
962	0.3112968331
963	0.3110639942
964	0.3108186295
965	0.3107459794
966	0.3105893206
967	0.3104403766
968	0.3101864146
969	0.3099863422
970	0.3097703564
971	0.3096553176
972	0.3095222587
973	0.3093794068
974	0.3091446321
975	0.3089664801
976	0.3087387939
977	0.3085204737
978	0.3083069075
979	0.3080961313
980	0.3079086702
981	0.3077424747
982	0.3075065043
983	0.3073193564
984	0.3071991935
985	0.3070914994
986	0.3068926797
987	0.3067076953
988	0.3065719889
989	0.3064043415
990	0.3062133504
991	0.3060960912
992	0.3059127011
993	0.3057746603
994	0.3055694922
995	0.3054325901
996	0.3052878593
997	0.3051149169
998	0.3048467494
999	0.3047636801
